GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS567965448	2018-01-15 20:42:36	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-01-14	10:52:00	obsr603678	S41950127	Traveling	P22	EBIRD_CAMERICA	148	2.879		5	1	G2866341	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567957369	2018-01-17 08:06:11	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-01-14	13:21:00	obsr603678	S41949563	Traveling	P22	EBIRD_CAMERICA	98	2.413		5	1	G2866354	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS574311230	2018-02-04 20:15:57	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-02-04	08:00:00	obsr538458	S42494647	Traveling	P22	EBIRD_CAMERICA	240	2.500		1	1		0	1	0		Niebla , Nubosidad pronunciada , Lodo por todas partes  ... parece ser lo normal en este sitio , pero aún así me encanta		
URN:CornellLabOfOrnithology:EBIRD:OBS590095375	2018-04-12 02:29:44	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra	L870669	H	14.2022357	-87.1009827	2018-02-28	07:20:00	obsr593181	S43820930	Traveling	P22	EBIRD	300	4.000		7	1	G3028786	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS590166242	2018-04-12 02:29:44	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra	L870669	H	14.2022357	-87.1009827	2018-02-28	07:20:00	obsr161170	S43826475	Traveling	P22	EBIRD	300	4.000		7	1	G3028786	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS585423862	2018-04-12 02:29:44	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra	L870669	H	14.2022357	-87.1009827	2018-02-28	07:20:00	obsr999168	S43450620	Traveling	P22	EBIRD	300	4.000		7	1	G3028786	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS586659722	2021-03-31 20:35:59.32409	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Hotel Gloriales	L3085369	H	14.1615853	-87.1526313	2018-02-28	13:15:00	obsr161170	S43279205	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS576384154	2018-02-11 09:38:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-02-10	09:31:00	obsr197531	S42657985	Traveling	P22	EBIRD_CAMERICA	237	4.972		2	1	G2933073	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS576378350	2018-02-11 09:38:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-02-10	09:31:00	obsr143555	S42657589	Traveling	P22	EBIRD_CAMERICA	237	4.972		2	1	G2933073	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS652402297	2018-08-31 18:53:10	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2018-08-29	07:10:00	obsr197531	S48153174	Traveling	P22	EBIRD	163	2.200		2	1	G3427266	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS652395551	2018-08-31 18:53:10	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2018-08-29	07:10:00	obsr143555	S48152054	Traveling	P22	EBIRD	163	2.200		2	1	G3427266	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS656202814	2018-09-11 14:06:37	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2018-09-11	07:41:00	obsr143555	S48438102	Traveling	P22	EBIRD	148	2.300		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS653575884	2018-09-03 16:24:54	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-09-02	06:00:00	obsr824148	S48245991	Traveling	P22	EBIRD	355	2.300		2	1	G3434233	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS656807593	2018-09-16 17:14:48	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2018-09-13	05:48:00	obsr538458	S48481689	Traveling	P22	EBIRD_CAMERICA	165	2.000		2	1	G3455215	0	1	0		Con Ricardo Aguilar		
URN:CornellLabOfOrnithology:EBIRD:OBS653630100	2018-09-03 17:52:39	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2018-09-02	06:00:00	obsr538458	S48249556	Traveling	P22	EBIRD	355	2.300		2	1	G3434233	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS656842857	2018-09-13 17:01:43	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2018-09-13	05:48:00	obsr651458	S48484213	Traveling	P22	EBIRD_CAMERICA	165	2.000		2	1	G3455215	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS670804021	2018-10-27 20:46:13	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2018-10-27	06:15:00	obsr538458	S49495629	Traveling	P22	EBIRD_CAMERICA	226	1.600		1	1		0	1	0		Inicialmente se perfilaba como un dia soleado , ya llegando al lugar se presentó una niebla densa que dificultó por mas de 40 mins. la observación de aves , y.... para variar los chipes se mantenían en el Dosel oscuro de los pinos.		
URN:CornellLabOfOrnithology:EBIRD:OBS666689984	2023-05-18 11:49:10.620964	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2018-10-14	06:40:00	obsr824148	S49189203	Traveling	P22	EBIRD	264	3.000		2	1	G3518838	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS666714838	2020-03-05 12:47:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2018-10-14	06:40:00	obsr538458	S49190948	Traveling	P22	EBIRD	264	3.000		2	1	G3518838	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS679064131	2022-08-05 06:40:28.372441	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2018-11-22	06:17:00	obsr538458	S50128696	Traveling	P22	EBIRD_CAMERICA	210	2.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS711370294	2022-10-25 04:12:48.967157	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Francisco Morazán Department, HN (14.334, -87.394)	L8383174	P	14.3335682	-87.3944866	2019-01-06	06:40:00	obsr334429	S52779141	Traveling	P22	EBIRD	329	9.070		5	1	G3731848	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694787901	2022-10-25 04:10:14.71274	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Francisco Morazán Department, HN (14.334, -87.394)	L8383174	P	14.3335682	-87.3944866	2019-01-06	06:40:00	obsr495593	S51394541	Traveling	P22	EBIRD	329	9.070		5	1	G3731848	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693394726	2019-01-03 20:16:30	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2019-01-03	15:58:00	obsr197531	S51281177	Traveling	P22	EBIRD	99	1.800		2	1	G3718648	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693394691	2019-01-03 20:16:30	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2019-01-03	15:58:00	obsr143555	S51281176	Traveling	P22	EBIRD	99	1.800		2	1	G3718648	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702990878	2019-01-26 16:03:02	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Vieja carretera hacia Támara	L5767291	H	14.1510575	-87.3161387	2019-01-26	06:15:00	obsr538458	S52056831	Traveling	P22	EBIRD_CAMERICA	210	3.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS695291573	2022-10-25 04:10:18.565636	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Francisco Morazán Department, HN (14.334, -87.394)	L8383174	P	14.3335682	-87.3944866	2019-01-06	06:40:00	obsr317875	S51426259	Traveling	P22	EBIRD	329	9.070		5	1	G3731848	1	1	0			Female, foraging on the understory within a mixed forest at 1665 MASL	
URN:CornellLabOfOrnithology:EBIRD:OBS698309137	2022-10-25 04:10:46.789162	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Francisco Morazán Department, HN (14.334, -87.394)	L8383174	P	14.3335682	-87.3944866	2019-01-06	06:40:00	obsr776775	S51670723	Traveling	P22	EBIRD	329	9.070		5	1	G3731848	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694798915	2022-10-25 04:10:14.949816	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Francisco Morazán Department, HN (14.334, -87.394)	L8383174	P	14.3335682	-87.3944866	2019-01-06	06:40:00	obsr445803	S51395354	Traveling	P22	EBIRD	329	9.070		5	1	G3731848	1	1	0		Pajareada Mensual COA Alzacuanes. Parcialmente nublado; Temperatura 20°c. Altitud 1280-1670 m.s.n.m.		
URN:CornellLabOfOrnithology:EBIRD:OBS694800950	2022-10-25 04:10:15.067805	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Francisco Morazán Department, HN (14.334, -87.394)	L8383174	P	14.3335682	-87.3944866	2019-01-06	06:40:00	obsr669244	S51395554	Traveling	P22	EBIRD	329	9.070		5	1	G3731848	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS712073272	2019-02-19 17:36:47	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-02-17	07:16:00	obsr143555	S52838860	Traveling	P22	EBIRD	296	3.900		2	1	G3867722	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713569802	2021-12-28 21:40:53.900349	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2019-02-19	06:08:00	obsr541360	S52971163	Traveling	P22	EBIRD	499	8.047		1	1	G3878083	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713509734	2021-12-28 21:40:53.900349	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2019-02-19	06:08:00	obsr197034	S52965865	Traveling	P22	EBIRD	499	8.047		1	1	G3878083	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS712073330	2019-02-19 17:36:47	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-02-17	07:16:00	obsr197531	S52838862	Traveling	P22	EBIRD	296	3.900		2	1	G3867722	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS716684480	2021-12-28 21:40:53.900349	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2019-02-19	06:08:00	obsr548297	S53231305	Traveling	P22	EBIRD	499	8.047		1	1	G3878083	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713202571	2021-12-28 21:41:26.560667	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Montaña de Izopo--Sector Las Moras	L2707367	H	13.9388259	-87.1690571	2019-02-19	06:08:00	obsr217273	S52938723	Traveling	P22	EBIRD	499	8.047		1	1	G3878083	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS730779701	2019-03-29 13:09:24	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							El Hatillo y Montaña El Trigo	L1247003	H	14.1410701	-87.1535969	2019-03-22	07:35:00	obsr997847	S54338173	Traveling	P22	EBIRD	200	3.500		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS730782737	2022-10-26 03:21:23.984861	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra Zona de Amort.--Sector Corralitos	L3263113	H	14.1796997	-87.1571213	2019-03-29	07:26:00	obsr997847	S54338374	Traveling	P22	EBIRD	120	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS792152939	2019-08-05 18:52:47	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-08-05	06:00:00	obsr538458	S58768858	Traveling	P22	EBIRD_CAMERICA	260	2.000		1	1		0	1	0		Por segunda vez fuí a buscar Golden-browed Warbler y Singing Quail , pero no encontré ninguno de ambos ; GBWarbler [no lo he visto este año] ya ha sido reportado 2 veces en el Hotspot , Con respecto a Singing Quail pienso que de pronto el hábitat esta tan dañado por la acción de los humanos que es dificil poderla ver aqui.	Un macho , una de esas aves que se te aparece de pronto , muy cerca , pero no te da tiempo de --fotografiar , los chipes [Warblers] son tan inquietos...debe ser un recién llegado de la nueva temporada migratoria.	
URN:CornellLabOfOrnithology:EBIRD:OBS800120438	2019-09-01 14:10:16	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2019-08-31	06:10:00	obsr538458	S59404221	Traveling	P22	EBIRD	180	1.300		1	1		1	1	0		Migracion de polillas diurnas Urania sp.		
URN:CornellLabOfOrnithology:EBIRD:OBS807250002	2019-09-19 19:51:30	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Barrio El Pinito	L8580675	P	14.1134287	-87.1074186	2019-09-18	13:10:00	obsr205965	S59938100	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS806628735	2019-09-17 20:32:28	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Barrio El Pinito	L8580675	P	14.1134287	-87.1074186	2019-09-17	16:49:00	obsr205965	S59888654	Stationary	P21	EBIRD	18			1	1		0	1	0			Nuevo registro para el sitio. 	
URN:CornellLabOfOrnithology:EBIRD:OBS817264070	2020-08-01 13:50:07	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Centro Visitantes Jutiapa	L2340322	H	14.2056888	-87.1166414	2019-10-16	13:29:00	obsr495593	S60674602	Traveling	P22	EBIRD	26	0.193		2	1	G4588488	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817445854	2020-08-01 14:38:03	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Granadillas	L2340306	H	14.2065521	-87.1178967	2019-10-17	05:40:00	obsr177019	S60688675	Traveling	P22	EBIRD	115	1.140		2	1	G4589929	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817410813	2020-08-01 14:38:03	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Granadillas	L2340306	H	14.2065521	-87.1178967	2019-10-17	05:40:00	obsr495593	S60686027	Traveling	P22	EBIRD	115	1.140		2	1	G4589929	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818648153	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr334429	S60772139	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819651144	2019-10-22 08:37:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr776775	S60838826	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817209219	2020-08-01 13:32:56	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Granadillas	L2340306	H	14.2065521	-87.1178967	2019-10-16	08:03:00	obsr495593	S60670426	Traveling	P22	EBIRD	58	0.610		2	1	G4588466	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818602203	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr1175866	S60769412	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818362917	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr239574	S60754359	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818253512	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr294628	S60747401	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817259149	2020-08-01 13:32:56	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Granadillas	L2340306	H	14.2065521	-87.1178967	2019-10-16	08:03:00	obsr177019	S60674217	Traveling	P22	EBIRD	58	0.610		2	1	G4588466	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818330938	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr495593	S60752298	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818359403	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr317875	S60754130	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817209786	2019-10-20 20:05:43	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Granadillas	L2340306	H	14.2065521	-87.1178967	2019-10-16	10:44:00	obsr495593	S60670457	Traveling	P22	EBIRD	108	0.910		2	1	G4588472	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS812687606	2019-10-05 22:57:10	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2019-10-04	06:00:00	obsr538458	S60342612	Traveling	P22	EBIRD_CAMERICA	180	2.500		1	1		0	1	0		El dia estaba soleado , sin vientos , mucho lodo por las lluvias recién pasadas		
URN:CornellLabOfOrnithology:EBIRD:OBS817260822	2019-10-20 20:05:43	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Granadillas	L2340306	H	14.2065521	-87.1178967	2019-10-16	10:44:00	obsr177019	S60674341	Traveling	P22	EBIRD	108	0.910		2	1	G4588472	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843235491	2019-12-28 18:12:50	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr268301	S62715396	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817210364	2020-08-01 13:49:17	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Centro Visitantes Jutiapa	L2340322	H	14.2056888	-87.1166414	2019-10-16	12:34:00	obsr495593	S60670492	Stationary	P21	EBIRD	15			2	1	G4588475	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817263446	2020-08-01 13:50:07	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Centro Visitantes Jutiapa	L2340322	H	14.2056888	-87.1166414	2019-10-16	13:29:00	obsr177019	S60674544	Traveling	P22	EBIRD	26	0.193		2	1	G4588488	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817261338	2020-08-01 13:49:17	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Centro Visitantes Jutiapa	L2340322	H	14.2056888	-87.1166414	2019-10-16	12:34:00	obsr177019	S60674382	Stationary	P21	EBIRD	15			2	1	G4588475	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS813101122	2019-10-13 01:27:09	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-10-05	05:55:00	obsr538458	S60371045	Traveling	P22	EBIRD_CAMERICA	280	2.500		1	1		0	1	0		Al inicio nublado en un 100% , al regreso estaba nublado en un 70% , sin vientos.		
